city,year,weekofyear,week_start_date,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k
sj,1994,12,3/26/1994,0,298.0142857,298.2142857,293.1757143,300.5,295.5,2.9,74.64714286,0,14.61714286,3.657142857
sj,1994,13,4/2/1994,46.62,298.2814286,298.4642857,293.5328571,300.1,296.8,6.66,75.08285714,46.62,14.94571429,2.471428571
sj,1994,14,4/9/1994,0,298.12,298.3142857,293.1514286,300,296.8,4.4,73.95142857,0,14.54714286,2.4
sj,1994,15,4/16/1994,0,297.5371429,297.6214286,293.7342857,299.6,296,37,79.51714286,0,15.14714286,2.1
sj,1994,16,4/23/1994,0,297.5414286,297.7357143,292.8528571,299.6,296.3,16.6,75.24714286,0,14.29428571,2.128571429
sj,1994,17,4/30/1994,0,298.3242857,298.4928571,293.4557143,300.9,296.8,4.9,74.51571429,0,14.88142857,2.614285714
sj,1994,18,5/7/1994,68,298.9271429,299.0928571,295.2357143,301.1,297,14.1,80.35285714,68,16.62142857,2.671428571
sj,1994,19,5/14/1994,10.46,298.5571429,298.7,294.9242857,300.5,297.2,21.1,80.46285714,10.46,16.28,1.942857143
sj,1994,20,5/21/1994,16.5,298.4742857,298.55,295.3842857,300.6,297.3,28.9,83.13571429,16.5,16.76714286,1.814285714
sj,1994,21,5/28/1994,17.52,299.9414286,300.2285714,296.0642857,302.3,297.7,7.9,79.50285714,17.52,17.48714286,2.885714286
sj,1994,22,6/4/1994,6.59,299.5971429,299.7785714,295.3428571,301.7,297.8,16.7,77.66428571,6.59,16.71285714,2.357142857
sj,1994,23,6/11/1994,42.53,299.3271429,299.5357143,295.6428571,301.3,298,21.5,80.38285714,42.53,17.01571429,2.471428571
sj,1994,24,6/18/1994,13.82,299.6057143,299.8,295.4914286,301.6,298.3,3.7,78.29285714,13.82,16.83142857,2.4
sj,1994,25,6/25/1994,38.34,299.5,299.6357143,295.4628571,302.2,298,26.51,78.70428571,38.34,16.83714286,2.042857143
sj,1994,26,7/2/1994,12.67,299.8614286,300.0071429,295.8528571,302.3,298,22.9,79.02714286,12.67,17.22857143,2.642857143
sj,1994,27,7/9/1994,15.39,299.1257143,299.1785714,295.1542857,301.5,297.9,54.83,78.80571429,15.39,16.47857143,1.642857143
sj,1994,28,7/16/1994,9.77,299.4814286,299.65,295.1685714,301.5,297.9,18.52,77.30285714,9.77,16.50285714,2.128571429
sj,1994,29,7/23/1994,43.28,299.9328571,300.1,295.5628571,301.7,297.8,9.9,77.10285714,43.28,16.88285714,2.342857143
sj,1994,30,7/30/1994,2.79,299.9771429,300.1285714,295.2371429,301.5,298.5,3.3,75.43571429,2.79,16.58,2.457142857
sj,1994,31,8/6/1994,26.96,299.5757143,299.6357143,295.3628571,301.7,297.4,22.9,77.79571429,26.96,16.70857143,2.214285714
sj,1994,32,8/13/1994,30.03,299.5185714,299.6785714,295.4657143,301.5,297.9,12.5,78.58428571,30.03,16.83142857,2.357142857
sj,1994,33,8/20/1994,17.77,300.01,300.1285714,295.4871429,302.2,298.3,16.6,76.43714286,17.77,16.86428571,2.514285714
sj,1994,34,8/27/1994,3.24,300.3642857,300.5357143,295.9314286,302.7,298.5,11.56,76.92,3.24,17.33857143,2.642857143
sj,1994,35,9/3/1994,59.91,300.3928571,300.5357143,296.2957143,302.7,298.7,20.24,78.48285714,59.91,17.70571429,2.528571429
sj,1994,36,9/10/1994,19.45,300.0742857,300.1785714,296.1314286,302.4,297.6,28.3,79.13857143,19.45,17.52142857,2.642857143
sj,1994,37,9/17/1994,61.11,299.9514286,300.0571429,295.9071429,302.2,298.2,70.4,78.75,61.11,17.30571429,2.457142857
sj,1994,38,9/24/1994,39.22,299.8857143,300.0357143,295.9614286,302.3,298.1,50.7,79.31428571,39.22,17.35428571,1.985714286
sj,1994,39,10/1/1994,55.88,299.5085714,299.6428571,295.8214286,301.8,297.7,45.2,80.37285714,55.88,17.24857143,2.6
sj,1994,40,10/8/1994,0.63,300.3771429,300.5,295.3628571,302.5,298.7,2.8,74.11714286,0.63,16.74428571,2.628571429
sj,1994,41,10/15/1994,16.7,299.6385714,299.6214286,295.4814286,302.9,297.8,40.8,78.22571429,16.7,16.9,2.728571429
sj,1994,42,10/22/1994,75.57,300.2385714,300.4,295.6857143,303,298.3,15.81,76.34857143,75.57,17.12428571,3.028571429
sj,1994,43,10/29/1994,111.52,298.8114286,298.8571429,296.1714286,300.5,297.5,64.85,85.41714286,111.52,17.64142857,1.657142857
sj,1994,44,11/5/1994,5.41,299.8671429,300.05,295.8457143,301.9,298.3,15.6,78.68571429,5.41,17.26428571,2.328571429
sj,1994,45,11/12/1994,32.26,299.2971429,299.1285714,295.58,301.5,297.2,36.6,80.09571429,32.26,16.98428571,2.228571429
sj,1994,46,11/19/1994,32.17,299.1985714,299.3,296.1742857,302.2,297.5,47.5,83.58428571,32.17,17.64428571,1.771428571
sj,1994,47,11/26/1994,11.16,299.4228571,299.4571429,296.3771429,301.9,297.6,23.7,83.50285714,11.16,17.84857143,2.4
sj,1994,48,12/3/1994,17.52,298.8514286,298.85,294.8128571,300.7,296.3,27.4,78.56,17.52,16.17857143,2.1
sj,1994,49,12/10/1994,45.95,297.8085714,297.95,295.2042857,299.4,296.6,106.09,85.57,45.95,16.58,1.5
sj,1994,50,12/17/1994,0,298.6242857,298.7428571,293.9385714,300.5,297.2,16.5,75.45571429,0,15.32714286,2.285714286
sj,1994,51,12/24/1994,0,298.5814286,298.6928571,294.2114286,300.6,296.9,12.2,76.91428571,0,15.59571429,2.728571429
sj,1995,52,1/1/1995,71.43,298.8385714,299.1071429,295.6742857,301.5,296.7,30.4,82.86714286,71.43,17.06714286,3.271428571
sj,1995,1,1/8/1995,0,297.33,297.4,292.7342857,300.1,294.7,12.5,75.83857143,0,14.25,2.371428571
sj,1995,2,1/15/1995,0,298.2842857,298.45,293.3085714,299.9,296.8,3.59,74.04714286,0,14.69857143,2.357142857
sj,1995,3,1/22/1995,37.99,296.5842857,296.7071429,292.83,299.1,295,32.88,79.55285714,37.99,14.28142857,1.785714286
sj,1995,4,1/29/1995,0,297.5928571,298.0142857,293.5328571,300.5,295,6.2,78.33,0,14.94714286,3.628571429
sj,1995,5,2/5/1995,0,297.35,297.65,293.91,300.2,295.6,43.3,81.40428571,0,15.27428571,2.157142857
sj,1995,6,2/12/1995,0,297.8557143,298.0142857,293.0257143,300.5,295.2,3.6,74.65571429,0,14.46,3.8
sj,1995,7,2/19/1995,0,298.2214286,298.4642857,293.8828571,300.5,295.8,10.07,77.02142857,0,15.22714286,2.814285714
sj,1995,8,2/26/1995,0,297.5085714,297.5142857,293.1328571,299.4,295.9,29.08,76.63428571,0,14.53,1.971428571
sj,1995,9,3/5/1995,0,297.1757143,297.2571429,293.4442857,299.5,295.4,50.73,79.81714286,0,14.85285714,2.428571429
sj,1995,10,3/12/1995,0,297.0814286,297.2785714,293.8114286,299.4,295.2,36.42,82.05285714,0,15.19142857,2.071428571
sj,1995,11,3/19/1995,19.43,297.11,297.0857143,292.8214286,299.6,294.6,18.6,77.02,19.43,14.30428571,2.057142857
sj,1995,12,3/26/1995,0,296.48,296.7071429,290.6314286,300.4,294,6.7,69.86142857,0,12.48142857,3.3
sj,1995,13,4/2/1995,0,296.8871429,297.0428571,290.3785714,300,293.5,4.6,67.36428571,0,12.33142857,4
sj,1995,14,4/9/1995,0,297.6657143,297.9214286,292.5557143,300.9,294.6,0,73.4,0,14.12285714,3.614285714
sj,1995,15,4/16/1995,5.43,298.56,298.7428571,294.3385714,300.6,296.9,2.1,77.60571429,5.43,15.73571429,2.828571429
sj,1995,16,4/23/1995,6.44,297.83,298.0071429,293.5542857,300.2,296,19.6,77.32142857,6.44,15.01,2.614285714
sj,1995,17,4/30/1995,0,297.5114286,297.6857143,292.1,300.2,295.8,2.7,71.93714286,0,13.69,2.657142857
sj,1995,18,5/7/1995,20.96,298.7885714,299.0714286,294.2028571,301.6,297.3,4.1,76.07285714,20.96,15.61714286,2.942857143
sj,1995,19,5/14/1995,9.01,299.1314286,299.3571429,295.4285714,301.8,297,9,80.26142857,9.01,16.82285714,3
sj,1995,20,5/21/1995,119.62,298.9957143,299.0857143,295.3985714,301.7,297.1,17.4,80.86571429,119.62,16.78857143,2.857142857
sj,1995,21,5/28/1995,204.62,299.4542857,299.5785714,295.9942857,301.7,297.3,17.3,81.44714286,204.62,17.41285714,2.328571429
sj,1995,22,6/4/1995,178.89,299.6028571,299.6071429,295.9928571,302,298.1,20.33,80.72714286,178.89,17.41142857,1.957142857
sj,1995,23,6/11/1995,106.04,298.6885714,298.65,295.8271429,300.2,297.5,86.8,84.34571429,106.04,17.21714286,1.642857143
sj,1995,24,6/18/1995,20.16,299.8285714,299.9,295.8928571,301.4,298.4,16.57,79.13714286,20.16,17.29571429,2.314285714
sj,1995,25,6/25/1995,26.56,300.1157143,300.1428571,296.6257143,302.3,298.2,35.24,81.34,26.56,18.05285714,2
sj,1995,26,7/2/1995,2.04,300.68,300.8071429,296.7414286,302.7,298.7,13.7,79.38,2.04,18.20714286,2.757142857
sj,1995,27,7/9/1995,41.18,301.0071429,301.0928571,296.1457143,303.2,298.6,9.22,75.06571429,41.18,17.56571429,3.042857143
sj,1995,28,7/16/1995,25.89,299.9442857,299.9785714,296.5828571,302,298.5,60.59,81.96,25.89,18.01285714,1.957142857
sj,1995,29,7/23/1995,36.58,300.4014286,300.6642857,296.8485714,302.8,299,38.3,81.09,36.58,18.35428571,2.728571429
sj,1995,30,7/30/1995,101.64,299.9885714,299.9571429,297.2442857,302.3,298.6,62.31,85.08857143,101.64,18.77714286,1.6
sj,1995,31,8/6/1995,60.71,300,300,297.11,302.5,298.4,102.4,84.37571429,60.71,18.67285714,2.085714286
sj,1995,32,8/13/1995,19.79,300.2628571,300.2857143,296.5585714,302.4,298.6,40.3,80.39714286,19.79,18.04285714,2.142857143
sj,1995,33,8/20/1995,4.05,300.5542857,300.6857143,297.27,303.8,298.2,17.7,82.62571429,4.05,18.85714286,3.342857143
sj,1995,34,8/27/1995,75.11,299.9528571,299.9857143,296.8871429,301.9,298.1,96.1,83.49142857,75.11,18.40428571,2.114285714
sj,1995,35,9/3/1995,35.83,300.1742857,300.2428571,296.85,302.4,298.5,55.21,82.22571429,35.83,18.39714286,2.228571429
sj,1995,36,9/10/1995,20.23,301.2185714,301.35,296.9942857,303.9,298.2,8.6,78.14571429,20.23,18.54571429,3.7
sj,1995,37,9/17/1995,40.29,300.21,300.2,297.0514286,302.2,298.1,122.7,82.91142857,40.29,18.63,2.371428571
sj,1995,38,9/24/1995,121.4,300.0671429,300.1357143,296.9642857,302.5,298.3,82.5,83.31428571,121.4,18.52857143,2.442857143
sj,1995,39,10/1/1995,36.72,300.1557143,300.2071429,296.7714286,301.8,298.7,11.6,81.85428571,36.72,18.25428571,1.9
sj,1995,40,10/8/1995,68.18,299.7814286,299.7285714,296.66,301.9,297.2,74.5,83.13571429,68.18,18.14571429,2.285714286
sj,1995,41,10/15/1995,45.63,299.54,299.5642857,296.6342857,301.4,298,53.98,84.20714286,45.63,18.13857143,1.814285714
sj,1995,42,10/22/1995,55.67,299.7942857,299.8428571,296.1614286,301.8,297.8,40.8,80.66428571,55.67,17.62142857,2.028571429
sj,1995,43,10/29/1995,54.74,299.4414286,299.4214286,296.3371429,301.8,297.6,46.4,83.21428571,54.74,17.84714286,2.385714286
sj,1995,44,11/5/1995,30.3,299.7728571,299.9428571,296.17,302.3,298.1,40.4,80.86428571,30.3,17.67,3
sj,1995,45,11/12/1995,0,299.0971429,299.2857143,295.22,301.1,297.5,32.4,79.40428571,0,16.60428571,1.914285714
sj,1995,46,11/19/1995,24.86,299.6228571,299.8071429,295.37,301.9,297.8,9.9,77.63857143,24.86,16.77,2.557142857
sj,1995,47,11/26/1995,90.49,299.2757143,299.4,295.14,301.4,297.7,12.7,78.14142857,90.49,16.54142857,2.228571429
sj,1995,48,12/3/1995,20.21,299.4528571,299.55,295.8371429,301.4,298,13.69,80.67714286,20.21,17.25714286,2.071428571
sj,1995,49,12/10/1995,0,299.2014286,299.4,294.6871429,300.8,297.6,12.8,76.33285714,0,16.06571429,2.257142857
sj,1995,50,12/17/1995,0,298.4614286,298.5785714,294.7314286,300.3,297.4,23.6,79.98571429,0,16.10571429,1.842857143
sj,1995,51,12/24/1995,0,298.1942857,298.2214286,293.9714286,300.1,296.5,40.3,77.63714286,0,15.37142857,1.7
sj,1996,1,1/1/1996,6.35,297.4128571,297.4571429,294.54,299.5,295.9,57,84.13571429,6.35,15.88857143,1.657142857
sj,1996,2,1/8/1996,15,298.5285714,298.6285714,294.6614286,300.6,296.7,9.32,79.32142857,15,16.01571429,2.457142857
sj,1996,3,1/15/1996,55.68,297.7528571,297.8642857,294.5514286,299.6,295.9,50.3,82.51571429,55.68,15.91714286,2.071428571
sj,1996,4,1/22/1996,60.67,297.4228571,297.4857143,293.8028571,299.7,296.1,44.85,80.47714286,60.67,15.20857143,1.942857143
sj,1996,5,1/29/1996,0,296.6285714,296.7571429,292.04,298.2,295,28.6,75.69285714,0,13.65,1.942857143
sj,1996,6,2/5/1996,0,297.3071429,297.4357143,292.5814286,299.4,295.7,11.9,74.96142857,0,14.05857143,2.157142857
sj,1996,7,2/12/1996,29.3,297.6257143,297.6857143,293.85,299.9,295,15.45,79.66428571,29.3,15.23857143,2.228571429
sj,1996,8,2/19/1996,7.2,297.8828571,298.0928571,293.6985714,300,296.1,16.7,77.78285714,7.2,15.12571429,2.728571429
sj,1996,9,2/26/1996,177.58,297.5985714,297.7071429,293.7314286,299.6,296,15.67,79.19857143,177.58,15.12857143,2.3
sj,1996,10,3/4/1996,9.96,297.2928571,297.4785714,292.1285714,299.6,295.5,3.2,73.06,9.96,13.69571429,2.528571429
sj,1996,11,3/11/1996,0,297.9885714,298.1785714,293.5614286,299.9,296.6,8.6,76.48285714,0,14.94285714,2.214285714
sj,1996,12,3/18/1996,0,297.4285714,297.6,293.8342857,300.6,295.2,28,80.64714286,0,15.23571429,2.542857143
sj,1996,13,3/25/1996,0,298.1885714,298.3642857,293.0842857,300.4,296.7,2.8,73.42571429,0,14.52857143,2.928571429
sj,1996,14,4/1/1996,0,297.21,297.4071429,293.3214286,300.3,295.4,28.8,79.02,0,14.72714286,2.557142857
sj,1996,15,4/8/1996,49.18,298.1357143,298.2071429,294.3657143,300.8,296.3,27.9,79.77571429,49.18,15.75142857,2.528571429
sj,1996,16,4/15/1996,46.16,297.8528571,298.0928571,293.8,300.7,295.7,24.22,78.31142857,46.16,15.18571429,2.3
sj,1996,17,4/22/1996,0,298.2285714,298.4642857,293.2828571,300.4,297,10.9,74.17142857,0,14.70571429,2.385714286
sj,1996,18,4/29/1996,5.63,298.0071429,298.0928571,293.5385714,299.8,296.6,21.5,76.39428571,5.63,14.93857143,1.842857143
sj,1996,19,5/6/1996,0,297.71,297.8,292.9157143,299.4,296.3,11.1,74.79285714,0,14.36142857,2.171428571
sj,1996,20,5/13/1996,21.7,297.5957143,297.6285714,294.4514286,300.1,296.2,68.2,82.84,21.7,15.79714286,1.714285714
sj,1996,21,5/20/1996,44.07,298.6585714,298.9214286,295.4671429,300.7,297.4,17.9,82.78,44.07,16.85714286,2.442857143
sj,1996,22,5/27/1996,68.06,299.4414286,299.5928571,296.2371429,301.8,297.5,21.71,82.75142857,68.06,17.66,2.814285714
sj,1996,23,6/3/1996,137.06,299.2542857,299.1928571,296.0057143,301.4,297.9,24.38,82.36857143,137.06,17.39428571,2.071428571
sj,1996,24,6/10/1996,27.82,298.7428571,298.8285714,295.4385714,300.6,297.5,43.3,82.23571429,27.82,16.8,2.028571429
sj,1996,25,6/17/1996,47.93,298.49,298.5642857,295.4357143,300.8,297.1,73.7,83.32285714,47.93,16.81,1.928571429
sj,1996,26,6/24/1996,15.99,299.6414286,299.7071429,296.0442857,301.8,297.6,22.5,80.90714286,15.99,17.46857143,2.242857143
sj,1996,27,7/1/1996,6.01,299.5814286,299.6857143,295.8342857,301.5,297.5,23.9,80.06142857,6.01,17.21142857,1.971428571
sj,1996,28,7/8/1996,24.35,299.7342857,299.8357143,296.3414286,302,297.9,35.23,81.83571429,24.35,17.76428571,2.242857143
sj,1996,29,7/15/1996,97.22,299.0185714,299.0642857,296.1242857,301.4,297.1,123.2,84.32285714,97.22,17.53857143,2.242857143
sj,1996,30,7/22/1996,14.89,299.7142857,299.9642857,295.7942857,302,298,15.8,79.19857143,14.89,17.14571429,2.328571429
sj,1996,31,7/29/1996,41.78,299.3942857,299.4571429,296.03,301.4,297.5,39.1,81.91,41.78,17.39,2.2
sj,1996,32,8/5/1996,34.04,299.1371429,299.1214286,296.4085714,300.7,297.7,67.71,85.01,34.04,17.81,1.7
sj,1996,33,8/12/1996,19.92,299.6514286,299.7928571,296.0785714,301.8,298.1,29.2,80.93571429,19.92,17.48,2.614285714
sj,1996,34,8/19/1996,110.91,298.9842857,299.0428571,296.1285714,300.7,297.6,68.7,84.34428571,110.91,17.52285714,1.971428571
sj,1996,35,8/26/1996,15.74,299.9457143,300.0357143,295.9857143,302.4,298,33.7,79.27285714,15.74,17.42285714,2.557142857
sj,1996,36,9/2/1996,10.59,300.3728571,300.7428571,296.9114286,303.3,298.6,21.95,81.54,10.59,18.48571429,3.457142857
sj,1996,37,9/9/1996,63.31,299.8028571,299.8857143,296.4528571,301.5,297.8,89.24,81.98571429,63.31,17.97,1.8
sj,1996,38,9/16/1996,243.55,299.4828571,299.4428571,296.88,301.3,297.6,151.7,85.69,243.55,18.40714286,1.828571429
sj,1996,39,9/23/1996,59.12,300.32,300.4428571,297.0928571,302.3,299.1,19.32,82.63857143,59.12,18.59571429,1.885714286
sj,1996,40,9/30/1996,27.58,300.0185714,300.2071429,296.09,302.4,298.6,27.2,79.17714286,27.58,17.52142857,2.1
sj,1996,41,10/7/1996,28.18,299.9628571,300.1142857,296.46,302.3,298.1,23.54,81.26,28.18,17.94142857,2.542857143
sj,1996,42,10/14/1996,4.62,299.8042857,299.8428571,296.0485714,301.8,298.2,23.7,79.95714286,4.62,17.48571429,2.171428571
sj,1996,43,10/21/1996,17.37,300.3442857,300.4642857,296.7171429,302.1,298.7,7.1,80.73428571,17.37,18.23,2.642857143
sj,1996,44,10/28/1996,16.06,299.2514286,299.3428571,295.72,302.3,297.7,65.2,81.13,16.06,17.14428571,2.085714286
sj,1996,45,11/4/1996,51.59,299.1685714,299.2357143,296.26,301.5,297.5,59.22,84.11142857,51.59,17.70142857,2.042857143
sj,1996,46,11/11/1996,34.32,298.2457143,298.2142857,295.2657143,299.7,296.8,219.9,83.64,34.32,16.67714286,1.8
sj,1996,47,11/18/1996,42.76,298.4771429,298.5571429,295.4385714,300.5,296.8,113.55,83.39714286,42.76,16.84285714,1.6
sj,1996,48,11/25/1996,65.18,298.1971429,298.4214286,295.6671429,300.5,296.6,49,86.07142857,65.18,17.12857143,2.042857143
sj,1996,49,12/2/1996,0,297.6428571,297.6785714,292.9414286,299.7,295.6,20.57,75.29285714,0,14.45857143,1.9
sj,1996,50,12/9/1996,0,297.8271429,297.9785714,292.6628571,300.6,295.2,3.8,73.25285714,0,14.24571429,2.757142857
sj,1996,51,12/16/1996,0,296.6357143,296.7714286,292.7871429,299.1,295.6,40.7,79.37285714,0,14.33285714,1.828571429
sj,1996,52,12/23/1996,0,297.0314286,297.1142857,291.4242857,299,294.5,3.93,71.06285714,0,13.15285714,2.485714286
sj,1997,1,1/1/1997,0,299.6771429,299.8214286,295.0142857,301.5,297.7,3.24,75.67857143,0,16.37714286,2.357142857
sj,1997,2,1/8/1997,0,297.1885714,297.4285714,293.5585714,299.2,295.6,24.14,80.3,0,14.96714286,2.371428571
sj,1997,3,1/15/1997,0,297.5685714,297.6642857,292.7971429,299.4,296.1,7.79,74.94,0,14.27857143,2.242857143
sj,1997,4,1/22/1997,6.65,297.4857143,297.7428571,293.7871429,300.9,295.2,23.5,80.09285714,6.65,15.17428571,3.142857143
sj,1997,5,1/29/1997,66.05,296.7414286,296.8428571,293.5328571,298.9,295.3,81.3,82.38857143,66.05,14.89857143,1.828571429
sj,1997,6,2/5/1997,53.52,297.27,297.4071429,292.5757143,299.1,295.8,14.3,75.07571429,53.52,14.05857143,2.071428571
sj,1997,7,2/12/1997,24.98,297.12,297.2928571,293.6371429,298.8,295.7,50.58,80.94714286,24.98,15.01714286,1.7
sj,1997,8,2/19/1997,0,297.5871429,297.7142857,293.2214286,299.2,296.2,15.14,76.71285714,0,14.61428571,2.057142857
sj,1997,9,2/26/1997,0,297.2642857,297.3571429,292.4728571,298.8,295.7,15.1,74.63142857,0,13.93142857,2.171428571
sj,1997,10,3/5/1997,0,297.2928571,297.3928571,292.41,299,295.5,9.5,74.25571429,0,13.88571429,2.214285714
sj,1997,11,3/12/1997,0,297.1385714,297.35,292.4957143,299.3,295.8,14.3,75.37285714,0,13.97714286,2.157142857
sj,1997,12,3/19/1997,0,297.0785714,297.2214286,292.7671429,299.1,296,17.92,76.90428571,0,14.22285714,1.9
sj,1997,13,3/26/1997,0,297.7214286,297.9214286,292.7585714,300.6,295.7,7,74.11857143,0,14.22714286,3.442857143
sj,1997,14,4/2/1997,0,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,0,14.23142857,2.685714286
sj,1997,15,4/9/1997,6.65,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,6.65,13.49285714,2.385714286
sj,1997,16,4/16/1997,0,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,0,13.35,2.785714286
sj,1997,17,4/23/1997,0,298.8214286,299.05,294.0985714,301.7,296.7,16.2,75.41714286,0,15.50142857,3.842857143
sj,1997,18,4/30/1997,5.73,299.2042857,299.3857143,294.82,301.7,296.7,4,76.95285714,5.73,16.17,3.457142857
sj,1997,19,5/7/1997,0,299.35,299.5071429,294.7271429,301.1,297.8,1.5,75.87857143,0,16.07857143,2.7
sj,1997,20,5/14/1997,33.03,298.85,298.9857143,294.7985714,301.4,297.1,27.3,78.53714286,33.03,16.14428571,2.542857143
sj,1997,21,5/21/1997,0,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,0,15.99714286,2.428571429
sj,1997,22,5/28/1997,64.1,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,64.1,16.66,2.671428571
sj,1997,23,6/4/1997,118.35,298.9957143,299.0428571,295.9785714,300.6,297.9,41.7,83.48571429,118.35,17.36857143,1.971428571
sj,1997,24,6/11/1997,0,300.0014286,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,0,17.62,2.871428571
sj,1997,25,6/18/1997,2.43,300.3671429,300.6,296.4114286,302.6,298,7.8,79.36428571,2.43,17.84714286,2.914285714
sj,1997,26,6/25/1997,34.69,300.0442857,300.0928571,296.3228571,302,298.4,23.4,80.24571429,34.69,17.73285714,2.185714286
sj,1997,27,7/2/1997,38.84,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,38.84,17.63571429,2.914285714
sj,1997,28,7/9/1997,5.87,300.4885714,300.6428571,296.4157143,302.3,299,21.3,78.62,5.87,17.84571429,2.428571429
sj,1997,29,7/16/1997,24.42,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,24.42,17.94857143,2.542857143
sj,1997,30,7/23/1997,41.34,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,41.34,18.04571429,1.771428571
sj,1997,31,7/30/1997,29.9,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,29.9,17.61714286,2.742857143
sj,1997,32,8/6/1997,19.57,300.2942857,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,19.57,18.18,2.514285714
sj,1997,33,8/13/1997,57.65,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,57.65,17.98857143,2.471428571
sj,1997,34,8/20/1997,20.35,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,20.35,18.09142857,2.028571429
sj,1997,35,8/27/1997,94.72,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,94.72,18.18285714,2.1
sj,1997,36,9/3/1997,8.83,300.1385714,300.1214286,296.8042857,302,298.5,35.9,82.22,8.83,18.30857143,2.071428571
sj,1997,37,9/10/1997,11.47,300.5485714,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,11.47,19.04428571,2.585714286
sj,1997,38,9/17/1997,86.14,300.6828571,300.8071429,297.2471429,303.6,299,36.89,81.80857143,86.14,18.82857143,2.585714286
sj,1997,39,9/24/1997,13.18,300.42,300.5142857,296.3857143,302.6,298,39.6,78.78,13.18,17.82857143,2.4
sj,1997,40,10/1/1997,46.15,300.1328571,300.2071429,297.2685714,302.6,298.7,39,84.43714286,46.15,18.81428571,2.128571429
sj,1997,41,10/8/1997,70.29,300.5642857,300.7357143,296.7871429,303.2,298.5,26,80.08428571,70.29,18.31,2.642857143
sj,1997,42,10/15/1997,99.33,299.4785714,299.4357143,296.4357143,302.9,297.6,182,83.57571429,99.33,17.92714286,1.842857143
sj,1997,43,10/22/1997,80.85,299.6085714,299.8428571,296.3042857,302.3,296.4,27.34,82.23428571,80.85,17.81857143,3.342857143
sj,1997,44,10/29/1997,0.78,300.3814286,300.55,296.1014286,302.3,298.1,7.27,77.53285714,0.78,17.55142857,2.7
sj,1997,45,11/5/1997,2.08,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,2.08,17.09571429,2.042857143
sj,1997,46,11/12/1997,18.83,299.6871429,299.7928571,295.3457143,302.6,297.9,9,77.16285714,18.83,16.76428571,2.242857143
sj,1997,47,11/19/1997,50.55,299.4914286,299.5285714,296.3128571,301.8,298,40.5,82.76571429,50.55,17.73857143,1.8
sj,1997,48,11/26/1997,4.76,299.62,299.7,296.3371429,301.9,297.9,42.9,82.27,4.76,17.77142857,2.2
sj,1997,49,12/3/1997,3.01,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,3.01,17.00142857,1.871428571
sj,1997,50,12/10/1997,0,300.1328571,300.35,295.1528571,302,298.8,0.3,74.28142857,0,16.53,2.671428571
sj,1997,51,12/17/1997,0,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,0,16.14571429,2.471428571
sj,1997,52,12/24/1997,22.52,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,22.52,16.70428571,2.571428571
sj,1998,1,1/1/1998,,,,,,,,,,,
sj,1998,2,1/8/1998,10.59,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,10.59,16.36285714,2.157142857
sj,1998,3,1/15/1998,106.97,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,106.97,16.20857143,1.885714286
sj,1998,4,1/22/1998,0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,0,15.88142857,2.4
sj,1998,5,1/29/1998,7.72,298.6942857,298.8571429,294.19,300.6,297,16.3,76.26142857,7.72,15.56142857,2.342857143
sj,1998,6,2/5/1998,0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,0,15.36142857,3.271428571
sj,1998,7,2/12/1998,142.6,299.0585714,299.25,295.6285714,302.2,296.7,18.5,81.61285714,142.6,17.08857143,2.957142857
sj,1998,8,2/19/1998,0,297.59,297.8357143,291.9014286,300.2,296.2,3.1,70.70142857,0,13.51285714,2.242857143
sj,1998,9,2/26/1998,0,298.8928571,299.1285714,294.1142857,300.6,297.8,1.1,75.01571429,0,15.47714286,2.285714286
